Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time,Unnamed: 12,Unnamed: 13,Unnamed: 14
spectf,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.8889,0.8690000000000001,0.131,0.8976,0.9286,0.9336,0.86,0.14,,,
spectf,FastForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.8519,0.6667,0.3333,0.8756,0.8294,0.84,0.39,0.21,,,
spectf,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.8519,0.6667,0.3333,0.8756,0.8016,0.84,1.22,0.19,,,
spectf,FastForest,6,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.7778,0.5,0.5,0.6049,0.75,0.7778,0.12,0.14,,,
spectf,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.8148,0.7619,0.2381,0.8270000000000001,0.7857,0.8825,3.65,0.49,,,
spectf,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",0.8148,0.6429,0.3571,0.7963,0.8492,0.8307,0.38,0.19,,,
spectf,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.8889,0.8690000000000001,0.131,0.8976,0.9405,0.9336,1.63,0.22,,,
spectf,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.8846,0.7762,0.2238,0.8785,0.9619,0.9043,1.14,0.6,,,
spectf,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.8462,0.8286,0.1714,0.8751,0.8952,0.9274,1.26,0.19,,,
spectf,FastForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.7692,0.7809999999999999,0.21899999999999997,0.8457,0.8857,0.9094,0.38,0.23,,,
spectf,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.8846,0.8524,0.1476,0.8955,0.9429,0.9364,1.55,0.21,,,
spectf,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.8462,0.7524,0.2476,0.8462,0.7381,0.8955,0.39,0.2,,,
spectf,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.7308,0.5286,0.4714,0.7089,0.7333,0.8167,1.2,0.16,,,
squash-stored,FastForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.6667,0.6667,0.3333,0.6667,0.8889,0.6111,0.34,0.75,,,
squash-stored,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.6667,0.6667,0.3333,0.6667,0.8889,0.6111,1.04,0.73,,,
squash-stored,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",0.8333,0.8333,0.1667,0.875,1.0,0.8333,0.82,1.74,,,
squash-stored,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6667,0.6667,0.3333,0.6667,0.8889,0.6111,0.35,0.34,,,
squash-stored,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",1.0,1.0,0.0,1.0,1.0,1.0,0.65,1.61,,,
squash-stored,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",1.0,1.0,0.0,1.0,1.0,1.0,3.1,2.07,,,
squash-stored,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.6,0.5833,0.4167,0.6,0.8333,0.45,0.34,0.79,,,
squash-stored,RandomForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.4,0.4167,0.5833,0.4333,0.5,0.3667,3.52,0.8,,,
squash-stored,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",1.0,1.0,0.0,1.0,1.0,1.0,0.32,0.75,,,
squash-stored,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.8,0.8333,0.1667,0.8667,1.0,0.6667,3.02,2.02,,,
squash-stored,FastForest,6,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.8,0.75,0.25,0.85,1.0,0.7,0.11,0.35,,,
squash-stored,RandomForest,6,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': True}",0.8,0.75,0.25,0.85,0.9167,0.7,0.42,0.35,,,
squash-stored,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",0.6,0.5,0.5,0.36,1.0,0.4,0.79,1.56,,,
squash-stored,RandomForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.8,0.75,0.25,0.85,0.8333,0.7,0.66,0.49,,,
squash-stored,FastForest,8,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 6}",0.8,0.8333,0.1667,0.8667,0.6667,0.6667,0.12,0.37,,,
squash-stored,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.8,0.8333,0.1667,0.8667,1.0,0.6667,1.0,0.8,,,
squash-stored,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",0.8,0.8333,0.1667,0.8667,1.0,0.6667,0.84,1.79,,,
squash-stored,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': False}",0.8,0.8333,0.1667,0.8667,1.0,0.6667,0.75,0.61,,,
squash-stored,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",0.8,0.8333,0.1667,0.8667,1.0,0.6667,0.65,1.65,,,
squash-stored,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8,0.8333,0.1667,0.8667,1.0,0.6667,1.28,0.77,,,
squash-unstored,FastForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",1.0,1.0,0.0,1.0,1.0,1.0,0.34,0.79,,,
squash-unstored,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.8,0.75,0.25,0.85,1.0,0.7,0.24,0.32,,,
squash-unstored,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.8,0.8333,0.1667,0.8667,0.8333,0.8667,0.6,1.02,,,
squash-unstored,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",1.0,1.0,0.0,1.0,1.0,1.0,1.22,0.82,,,
squash-unstored,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.6,0.75,0.25,0.8667,0.875,0.3333,0.1,0.33,,,
squash-unstored,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.6,0.75,0.25,0.8667,1.0,0.3333,1.08,0.85,,,
squash-unstored,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.6,0.375,0.625,0.6,0.75,0.7625,0.58,1.65,,,
squash-unstored,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.82,,,
squash-unstored,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.8,0.875,0.125,0.9,0.75,0.95,0.6,1.51,,,
squash-unstored,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.8,0.875,0.125,0.9,1.0,0.95,0.21,0.3,,,
squash-unstored,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.8,0.8333,0.1667,0.8667,1.0,0.8667,0.32,0.77,,,
squash-unstored,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.8,0.8333,0.1667,0.8667,0.75,0.8667,0.83,0.55,,,
squash-unstored,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.8,0.875,0.125,0.9,1.0,0.95,0.59,1.5,,,
squash-unstored,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",1.0,1.0,0.0,1.0,1.0,1.0,0.25,0.32,,,
squash-unstored,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",0.6,0.6667,0.3333,0.8,1.0,0.5,0.72,0.8,,,
squash-unstored,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': False}",0.6,0.6667,0.3333,0.8,1.0,0.5,0.43,0.4,,,
squash-unstored,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",1.0,1.0,0.0,1.0,1.0,1.0,0.63,1.0,,,
squash-unstored,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",1.0,1.0,0.0,1.0,1.0,1.0,0.19,0.25,,,
squash-unstored,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",1.0,1.0,0.0,1.0,1.0,1.0,0.69,1.0,,,
squash-unstored,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5,0.5,0.5,0.5,0.75,0.5,0.61,0.5,,,
statlog-australian-credit,FastForest,1,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.6812,0.5,0.5,0.46399999999999997,0.5556,0.6812,0.39,0.15,,,
statlog-australian-credit,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.6957,0.5348,0.4652,0.6873,0.6987,0.6966,0.88,0.14,,,
statlog-australian-credit,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.6667,0.5015,0.4985,0.5707,0.5696,0.6818,1.23,0.51,,,
statlog-australian-credit,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6522,0.4787,0.5213,0.4575,0.5077,0.672,2.79,0.5,,,
statlog-australian-credit,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 6}",0.6812,0.5121,0.4879,0.6271,0.6127,0.6865,0.21,0.11,,,
statlog-australian-credit,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.6812,0.5121,0.4879,0.6271,0.5,0.6865,2.61,0.35,,,
statlog-australian-credit,FastForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.6087,0.4589,0.5411,0.496,0.499,0.6638,0.37,0.16,,,
statlog-australian-credit,RandomForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6087,0.4589,0.5411,0.496,0.5,0.6638,7.41,1.0,,,
statlog-australian-credit,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.6812,0.5,0.5,0.46399999999999997,0.5314,0.6812,1.18,0.52,,,
statlog-australian-credit,RandomForest,5,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.6667,0.4894,0.5106,0.4608,0.5875,0.6766,3.9,0.42,,,
statlog-australian-credit,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.6812,0.5,0.5,0.46399999999999997,0.5895,0.6812,0.73,0.34,,,
statlog-australian-credit,RandomForest,6,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7536,0.6136,0.3864,0.8191,0.6059,0.7344,1.3,0.16,,,
statlog-australian-credit,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6812,0.5121,0.4879,0.6271,0.705,0.6865,3.16,1.08,,,
statlog-australian-credit,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.6957,0.5348,0.4652,0.6873,0.6412,0.6966,1.41,0.12,,,
statlog-australian-credit,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.6812,0.5,0.5,0.46399999999999997,0.6576,0.6812,2.89,0.95,,,
statlog-australian-credit,RandomForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7101,0.5575,0.4425,0.7212,0.6426,0.7071,9.55,0.92,,,
statlog-australian-credit,FastForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",0.6667,0.5,0.5,0.4444,0.6711,0.6667,0.42,0.31,,,
statlog-australian-credit,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6812,0.5543,0.4457,0.6528,0.5907,0.6918,0.79,0.12,,,
statlog-australian-credit,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.6812,0.5217,0.4783,0.7843,0.6082,0.6765,0.37,0.11,,,
statlog-australian-credit,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.6522,0.4891,0.5109,0.4412,0.6347,0.6619,3.27,0.43,,,
statlog-german-credit,FastForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.75,0.5929,0.4071,0.7765,0.7224,0.4114,1.42,0.34,,,
statlog-german-credit,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.71,0.5262,0.4738,0.6979,0.7519,0.3244,1.21,0.32,,,
statlog-german-credit,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.73,0.55,0.45,0.8052,0.8414,0.37,1.4,0.38,,,
statlog-german-credit,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.71,0.5357,0.4643,0.6811,0.7607,0.33,0.43,0.11,,,
statlog-german-credit,FastForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.74,0.5857,0.4143,0.7424,0.7538,0.39,1.49,0.49,,,
statlog-german-credit,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.67,0.4786,0.5214,0.4835,0.6783,0.3,0.22,0.1,,,
statlog-german-credit,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.68,0.4857,0.5143,0.4857,0.7948,0.3,3.71,1.06,,,
statlog-german-credit,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.71,0.5167,0.4833,0.7949,0.6674,0.3233,0.35,0.09,,,
statlog-german-credit,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.75,0.5929,0.4071,0.7765,0.8171,0.4114,1.47,0.49,,,
statlog-german-credit,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.73,0.5595,0.4405,0.7484,0.8198,0.3667,0.18,0.12,,,
statlog-german-credit,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.74,0.5667,0.4333,0.8104,0.7143,0.3933,1.5,0.45,,,
statlog-german-credit,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.75,0.5929,0.4071,0.7765,0.7452,0.4114,1.05,0.35,,,
statlog-german-credit,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.74,0.5762,0.4238,0.7638,0.7724,0.3889,1.49,0.41,,,
statlog-german-credit,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': True}",0.7,0.5,0.5,0.49,0.7283,0.3,0.3,0.12,,,
statlog-german-credit,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.69,0.531,0.469,0.6333,0.6421,0.3193,1.45,0.46,,,
statlog-german-credit,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.69,0.5024,0.4976,0.5907,0.574,0.3011,0.36,0.12,,,
statlog-german-credit,FastForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.7,0.5095,0.4905,0.6429,0.7852,0.3067,0.46,0.12,,,
statlog-german-credit,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.69,0.4929,0.5071,0.4879,0.7714,0.3,1.12,0.31,,,
statlog-german-credit,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.75,0.6119,0.3881,0.7451,0.7919,0.4139,3.91,1.06,,,
statlog-german-credit,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': True}",0.67,0.4976,0.5024,0.575,0.7169,0.299,0.26,0.09,,,
statlog-heart_,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8519,0.85,0.15,0.8519,0.9389,0.7685,2.38,1.42,,,
statlog-heart_,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.8519,0.8583,0.1417,0.862,0.9139,0.7573,0.6,0.3,,,
statlog-heart_,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.8889,0.8833,0.1167,0.8902,0.9111,0.8316,0.87,0.51,,,
statlog-heart_,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.8519,0.85,0.15,0.8519,0.8833,0.7685,0.72,0.39,,,
statlog-heart_,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8889,0.8833,0.1167,0.8902,0.9389,0.8316,2.39,1.34,,,
statlog-heart_,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8889,0.8833,0.1167,0.8902,0.9222,0.8316,2.91,1.2,,,
statlog-heart_,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",0.9259,0.9333,0.0667,0.9365,0.9333,0.8571,1.35,1.08,,,
statlog-heart_,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.8519,0.8583,0.1417,0.862,0.9111,0.7573,0.56,0.21,,,
statlog-heart_,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.8519,0.8417,0.1583,0.8575,0.8833,0.7861,0.81,0.91,,,
statlog-heart_,RandomForest,5,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.8519,0.85,0.15,0.8519,0.8917,0.7685,0.65,0.31,,,
statlog-heart_,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.6296,0.6417,0.3583,0.654,0.7722,0.5329999999999999,2.26,1.3,,,
statlog-heart_,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.6296,0.65,0.35,0.679,0.7278,0.537,1.65,0.89,,,
statlog-heart_,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.8519,0.85,0.15,0.8519,0.9333,0.7685,0.81,0.98,,,
statlog-heart_,RandomForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.8148,0.8083,0.1917,0.815,0.9028,0.7247,0.57,0.35,,,
statlog-heart_,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.8148,0.8,0.2,0.8272,0.8778,0.7407,0.51,0.48,,,
statlog-heart_,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.8148,0.8,0.2,0.8272,0.8556,0.7407,0.28,0.16,,,
statlog-heart_,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",0.8148,0.8167,0.1833,0.8181,0.9056,0.7151,1.33,1.01,,,
statlog-heart_,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.7407,0.7417,0.2583,0.7442,0.8722,0.6303,1.93,0.91,,,
statlog-heart_,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.8519,0.8667,0.1333,0.8889,0.95,0.75,2.22,1.13,,,
statlog-heart_,RandomForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.8519,0.85,0.15,0.8519,0.9444,0.7685,1.69,0.87,,,
statlog-image,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8139,0.8139,0.031,0.8828,0.981,0.9691,5.15,1.02,,,
statlog-image,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8701,0.8701,0.0216,0.8921,0.9888,0.9487,108.15,0.94,,,
statlog-image,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.9654,0.9654,0.0058,0.9673,0.9929,0.9806,1.91,0.38,,,
statlog-image,RandomForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.8355,0.8355,0.0274,0.8170000000000001,0.9817,0.9919,83.21,0.94,,,
statlog-image,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8052,0.8052,0.0325,0.8185,0.9852,0.9786,5.1,0.99,,,
statlog-image,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.9177,0.9177,0.0137,0.9181,0.9857,0.9699,82.13,0.97,,,
statlog-image,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8398,0.8398,0.0267,0.8649,0.9857,0.98,5.11,1.05,,,
statlog-image,RandomForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.9091,0.9091,0.0152,0.9159999999999999,0.9764,0.9632,83.14,0.97,,,
statlog-image,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.8398,0.8398,0.0267,0.8839,0.9793,0.9697,5.07,0.92,,,
statlog-image,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.9437,0.9437,0.0094,0.9470000000000001,0.9867,0.9732,79.46,0.97,,,
statlog-image,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8225,0.8225,0.0296,0.8545,0.9869,0.9672,5.02,0.99,,,
statlog-image,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8009,0.8009,0.0332,0.8667,0.9566,0.9483,32.85,0.36,,,
statlog-image,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.8182,0.8182,0.0303,0.8494,0.9879,0.9805,4.93,0.94,,,
statlog-image,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.9437,0.9437,0.0094,0.9454,0.9874,0.9675,110.95,0.98,,,
statlog-image,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8225,0.8225,0.0296,0.8525,0.9806,0.9714,5.11,1.0,,,
statlog-image,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.7965,0.7965,0.0339,0.7829999999999999,0.9869,0.9715,47.63,0.38,,,
statlog-image,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.7922,0.7922,0.0346,0.8375,0.9890000000000001,0.9754,4.99,0.95,,,
statlog-image,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7965,0.7965,0.0339,0.8697,0.9831,0.9648,79.55,0.81,,,
statlog-image,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.9567,0.9567,0.0072,0.9575,0.9909,0.9812,4.99,0.95,,,
statlog-image,RandomForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.9481,0.9481,0.0087,0.9491,0.9915,0.9821,115.3,1.01,,,
statlog-vehicle,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7059,0.7083,0.098,0.7304,0.8986,0.7969,3.7,0.89,,,
statlog-vehicle,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.6706,0.6742,0.1092,0.7204,0.8812,0.8153,8.8,0.84,,,
