Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time,Unnamed: 12,Unnamed: 13,Unnamed: 14
statlog-vehicle,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6588,0.6623,0.1139,0.6579,0.8679,0.8240000000000001,3.74,1.06,,,
statlog-vehicle,RandomForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.6471,0.6531,0.1168,0.6788,0.8825,0.7935,13.62,1.0,,,
statlog-vehicle,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6706,0.6732,0.1098,0.6418,0.8882,0.7807,3.6,0.97,,,
statlog-vehicle,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.5059,0.4994,0.1656,0.5153,0.8189,0.7712,4.9,0.32,,,
statlog-vehicle,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.7176,0.7208,0.094,0.7266,0.885,0.8037,1.36,0.4,,,
statlog-vehicle,RandomForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.6941,0.6981,0.1012,0.708,0.8971,0.8338,12.77,0.87,,,
statlog-vehicle,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.7176,0.7239,0.0942,0.7221,0.8698,0.7618,1.33,0.36,,,
statlog-vehicle,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.7412,0.7472,0.086,0.7567,0.9053,0.8306,12.57,0.85,,,
statlog-vehicle,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.5765,0.5904,0.141,0.5059,0.8399,0.7307,3.66,0.96,,,
statlog-vehicle,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.5882,0.6006,0.1369,0.5534,0.8334,0.7245,12.37,0.81,,,
statlog-vehicle,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6786,0.6796,0.1069,0.6817,0.9096,0.7763,3.75,1.04,,,
statlog-vehicle,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.6071,0.6088,0.1305,0.5543,0.8949,0.7965,12.11,0.86,,,
statlog-vehicle,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7738,0.7738,0.0755,0.7568,0.9105,0.8257,3.69,1.08,,,
statlog-vehicle,RandomForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6667,0.6688,0.1108,0.6624,0.9019,0.8031,9.42,0.88,,,
statlog-vehicle,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6905,0.691,0.1032,0.6678,0.8716,0.8136,3.74,1.02,,,
statlog-vehicle,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.6905,0.6920000000000001,0.1031,0.682,0.8729,0.7827,13.56,1.01,,,
statlog-vehicle,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7262,0.73,0.0912,0.7074,0.9003,0.7914,3.76,1.0,,,
statlog-vehicle,RandomForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6905,0.6975,0.1031,0.6794,0.8907,0.7831,9.12,0.95,,,
steel-plates,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.6103,0.4633,0.0837,0.6318,0.8808,0.8091,3.64,0.65,,,
steel-plates,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.4923,0.2516,0.1099,0.5113,0.8338,0.6809,8.53,0.08,,,
steel-plates,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6031,0.4509,0.0859,0.6534,0.8854,0.8215,4.24,0.59,,,
steel-plates,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5206,0.374,0.1032,0.3471,0.8407,0.7668,28.49,0.24,,,
steel-plates,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.6237,0.5084,0.0806,0.6367,0.8839,0.8065,3.66,0.56,,,
steel-plates,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.5155,0.2789,0.1041,0.5962,0.8429,0.6815,9.25,0.06,,,
steel-plates,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.5619,0.4152,0.0952,0.5848,0.8481,0.7887,1.39,0.2,,,
steel-plates,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5,0.2558,0.1079,0.3217,0.8078,0.7502,29.41,0.25,,,
steel-plates,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.5928,0.4734,0.087,0.6265,0.8542,0.787,3.53,0.61,,,
steel-plates,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5258,0.3792,0.1019,0.3455,0.8192,0.7026,8.24,0.07,,,
steel-plates,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.5979,0.474,0.086,0.6225,0.8374,0.7852,1.42,0.32,,,
steel-plates,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.5670000000000001,0.4355,0.0929,0.4422,0.8398,0.7455,40.02,0.28,,,
steel-plates,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.5464,0.3575,0.0986,0.6845,0.8587,0.7766,3.53,0.48,,,
steel-plates,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5309,0.3615,0.1018,0.3671,0.8544,0.7624,81.23,0.63,,,
steel-plates,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6186,0.4951,0.0826,0.6924,0.8764,0.8356,4.29,0.6,,,
steel-plates,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.5309,0.3852,0.1012,0.5275,0.8328,0.7931,38.96,0.33,,,
steel-plates,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.5258,0.386,0.1031,0.5607,0.8516,0.8059999999999999,4.36,0.67,,,
steel-plates,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.4794,0.2439,0.1113,0.3723,0.8190000000000001,0.6226,11.78,0.14,,,
steel-plates,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.6186,0.4788,0.0818,0.6172,0.8723,0.851,3.97,0.66,,,
steel-plates,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.5670000000000001,0.3738,0.0929,0.4404,0.841,0.6988,11.94,0.08,,,
synthetic-control,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.85,0.85,0.03,0.8703,0.9677,0.9968,3.95,1.25,,,
synthetic-control,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.7833,0.7833,0.0433,0.7127,0.961,0.9985,28.83,0.47,,,
synthetic-control,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8,0.8,0.04,0.7197,0.966,1.0,3.87,0.9,,,
synthetic-control,RandomForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8167,0.8167,0.0367,0.7348,0.9653,1.0,80.0,0.73,,,
synthetic-control,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.8667,0.8667,0.0267,0.9162,0.9667,1.0,3.44,0.82,,,
synthetic-control,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.8,0.8,0.04,0.7159,0.9620000000000001,1.0,80.54,0.85,,,
synthetic-control,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8167,0.8167,0.0367,0.7241,0.9667,0.997,3.56,0.85,,,
synthetic-control,RandomForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7333,0.7333,0.0533,0.6944,0.961,0.997,58.37,0.62,,,
synthetic-control,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.8833,0.8833,0.0233,0.9,0.9657,0.9985,3.05,0.87,,,
synthetic-control,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.8,0.8,0.04,0.7159,0.9640000000000001,1.0,63.65,0.9,,,
synthetic-control,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.8167,0.8167,0.0367,0.7348,0.9667,0.9972,1.13,0.23,,,
synthetic-control,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.8,0.8,0.04,0.7116,0.9627,0.9972,59.25,0.62,,,
synthetic-control,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8333,0.8333,0.0333,0.9059,0.9667,0.9940000000000001,3.12,0.68,,,
synthetic-control,RandomForest,7,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.7833,0.7833,0.0433,0.7115,0.9667,0.993,24.17,0.23,,,
synthetic-control,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8167,0.8167,0.0367,0.8907,0.9663,0.9985,3.13,0.73,,,
synthetic-control,RandomForest,8,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8167,0.8167,0.0367,0.8892,0.965,1.0,59.52,0.63,,,
synthetic-control,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8667,0.8667,0.0267,0.9162,0.9697,0.9940000000000001,3.57,1.05,,,
synthetic-control,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.7833,0.7833,0.0433,0.7008,0.9657,0.9911,67.27,0.78,,,
synthetic-control,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8,0.8,0.04,0.8276,0.9653,0.9873,3.05,0.72,,,
synthetic-control,RandomForest,10,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.8,0.8,0.04,0.7182,0.9640000000000001,0.9902,65.44,0.77,,,
tae,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.5625,0.5167,0.4833,0.5477,0.625,0.3833,0.92,1.06,,,
tae,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5625,0.45,0.55,0.375,0.5667,0.375,0.24,0.31,,,
tae,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",0.9333,0.9167,0.0833,0.94,0.963,0.9,0.57,0.93,,,
tae,RandomForest,2,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.6667,0.5833,0.4167,0.7857,0.5185,0.5,0.84,1.0,,,
tae,FastForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.7333,0.6,0.4,0.8095,0.98,0.4667,0.39,0.6,,,
tae,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': False}",0.6,0.45,0.55,0.4286,0.61,0.3333,0.2,0.27,,,
tae,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.6,0.5,0.5,0.5556,0.6,0.3333,0.32,0.47,,,
tae,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.7333,0.6,0.4,0.8095,0.73,0.4667,0.06,0.13,,,
tae,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6667,0.55,0.45,0.6282,0.82,0.3667,0.93,1.2,,,
tae,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.5333,0.4,0.6,0.4103,0.6,0.3333,0.13,0.07,,,
tae,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.5333,0.4,0.6,0.4103,0.71,0.3333,0.21,0.27,,,
tae,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.7333,0.6,0.4,0.8095,0.81,0.4667,0.2,0.27,,,
tae,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.8,0.7,0.3,0.8462,0.8,0.6,0.24,0.47,,,
tae,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.6,0.45,0.55,0.4286,0.58,0.3333,0.15,0.13,,,
tae,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.6667,0.65,0.35,0.6852,0.7,0.4333,0.89,1.0,,,
tae,RandomForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.6,0.45,0.55,0.4286,0.52,0.3333,0.84,0.93,,,
tae,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.6667,0.6,0.4,0.6515,0.64,0.4,0.86,1.0,,,
tae,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.4667,0.35,0.65,0.3889,0.49,0.3333,0.73,0.73,,,
tae,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.8,0.75,0.25,0.7955,0.8,0.5833,0.06,0.13,,,
tae,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.6667,0.5,0.5,0.4444,0.6,0.3333,0.09,0.2,,,
teaching,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.5,0.5111,0.2485,0.5089,0.6409,0.5366,0.34,0.94,,,
teaching,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5,0.5111,0.2545,0.5,0.6426,0.5856,0.36,0.25,,,
teaching,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.7333,0.7111,0.1407,0.7746,0.7384,0.6538,0.97,1.73,,,
teaching,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5333,0.4889,0.2414,0.419,0.7113,0.4912,0.11,0.13,,,
teaching,FastForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.4667,0.4667,0.2667,0.6444,0.7333,0.735,0.31,0.53,,,
teaching,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.4,0.4,0.3,0.4444,0.6867,0.7111,0.91,0.87,,,
teaching,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 6}",0.4667,0.4667,0.2667,0.4667,0.62,0.5912,0.56,0.93,,,
teaching,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.4667,0.4667,0.2667,0.473,0.5733,0.551,0.27,0.53,,,
teaching,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.4667,0.4667,0.2667,0.625,0.6933,0.5877,0.78,0.73,,,
teaching,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.4667,0.4667,0.2667,0.625,0.66,0.4994,0.69,0.67,,,
teaching,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 6}",0.5333,0.5333,0.2333,0.5185,0.7333,0.6646,0.49,0.53,,,
teaching,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.4,0.4,0.3,0.2917,0.76,0.7615,0.18,0.47,,,
teaching,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",0.3333,0.3333,0.3333,0.3556,0.5,0.6201,0.11,0.4,,,
teaching,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.3333,0.3333,0.3333,0.3333,0.4667,0.5653,0.68,0.6,,,
teaching,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.4667,0.4667,0.2667,0.5619,0.6667,0.6984,0.81,1.53,,,
teaching,RandomForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.4667,0.4667,0.2667,0.5,0.68,0.6319,0.91,0.73,,,
teaching,FastForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.4,0.4,0.3,0.4,0.5867,0.4545,0.18,0.27,,,
teaching,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.4667,0.4667,0.2667,0.4762,0.59,0.5671,0.75,0.73,,,
teaching,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",0.5333,0.5333,0.2333,0.5333,0.72,0.6295,0.3,0.53,,,
teaching,RandomForest,10,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.4667,0.4667,0.2667,0.4444,0.72,0.6209,0.64,0.8,,,
teachingAssistant,FastForest,1,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.5625,0.5778,0.2182,0.5521,0.7608,0.7467,0.32,0.37,,,
teachingAssistant,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.4375,0.4444,0.2818,0.3236,0.6807,0.518,0.83,1.37,,,
teachingAssistant,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",0.7333,0.7111,0.1407,0.7746,0.7954,0.6547,0.55,0.73,,,
teachingAssistant,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.6,0.5833,0.2074,0.6919,0.5869,0.5710000000000001,0.21,0.33,,,
teachingAssistant,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.5333,0.5333,0.2333,0.6583,0.8333,0.779,0.94,1.33,,,
teachingAssistant,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.3333,0.3333,0.3333,0.2444,0.5733,0.54,0.72,0.67,,,
teachingAssistant,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.5333,0.5333,0.2333,0.5926,0.7133,0.5804,1.02,1.2,,,
teachingAssistant,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.4667,0.4667,0.2667,0.4815,0.5733,0.4823,0.1,0.13,,,
teachingAssistant,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.4667,0.4667,0.2667,0.625,0.6733,0.5252,0.33,0.6,,,
teachingAssistant,RandomForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.4,0.4,0.3,0.425,0.56,0.4213,0.34,0.6,,,
teachingAssistant,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 6}",0.4667,0.4667,0.2667,0.5175,0.7467,0.6846,0.53,0.73,,,
teachingAssistant,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.2667,0.2667,0.3667,0.1778,0.6067,0.6042,0.3,0.27,,,
teachingAssistant,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.4667,0.4667,0.2667,0.45,0.6267,0.5699,0.9,1.4,,,
teachingAssistant,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.2,0.2,0.4,0.2698,0.3733,0.4515,1.09,0.73,,,
teachingAssistant,FastForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.6,0.6,0.2,0.6127,0.6733,0.6309,0.06,0.13,,,
teachingAssistant,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.3333,0.3333,0.3333,0.3206,0.6267,0.47,0.52,0.4,,,
teachingAssistant,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.4667,0.4667,0.2667,0.4667,0.5733,0.5026,0.93,1.07,,,
teachingAssistant,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.2667,0.2667,0.3667,0.1778,0.64,0.373,0.69,0.73,,,
teachingAssistant,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.4667,0.4667,0.2667,0.4722,0.6833,0.6333,0.12,0.13,,,
teachingAssistant,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.4,0.4,0.3,0.4,0.74,0.5674,0.26,0.33,,,
tic-tac-toe,FastForest,1,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.8125,0.7345,0.2655,0.8386,0.9197,0.7828,0.7,0.22,,,
tic-tac-toe,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7917,0.8124,0.1876,0.8263,0.8959,0.8542,0.54,0.5,,,
tic-tac-toe,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.875,0.8254,0.1746,0.8862,0.9702,0.8463,1.85,0.57,,,
tic-tac-toe,RandomForest,2,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.7812,0.7395,0.2605,0.7763,0.8567,0.7894,0.56,0.5,,,
tic-tac-toe,FastForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.8333,0.8153,0.1847,0.8333,0.9036,0.8455,0.7,0.22,,,
tic-tac-toe,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.75,0.6364,0.3636,0.8190000000000001,0.8569,0.7241,0.55,0.51,,,
tic-tac-toe,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.9167,0.8932,0.1068,0.9175,0.9759,0.9024,1.64,0.58,,,
tic-tac-toe,RandomForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.8229,0.7496,0.2504,0.8463,0.9471,0.7927,0.55,0.53,,,
tic-tac-toe,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.7396,0.6212,0.3788,0.8136,0.9418,0.7159,1.69,0.51,,,
tic-tac-toe,RandomForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.7812,0.754,0.24600000000000002,0.7798,0.8935,0.8008,0.21,0.19,,,
tic-tac-toe,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.9167,0.8788,0.1212,0.9261,0.9764,0.8873,1.78,0.56,,,
tic-tac-toe,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.7917,0.7403,0.2597,0.7881,0.9,0.7889,0.55,0.5,,,
tic-tac-toe,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.9271,0.9236,0.0764,0.9278,0.9796,0.9311,1.73,0.54,,,
tic-tac-toe,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7812,0.7111,0.2889,0.7931,0.8999,0.7604,0.56,0.6,,,
tic-tac-toe,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.7917,0.7059,0.2941,0.8425,0.9545,0.7561,1.67,0.5,,,
tic-tac-toe,RandomForest,8,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7188,0.6029,0.3971,0.8041,0.8814,0.6966,0.33,0.51,,,
tic-tac-toe,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8316,0.8001,0.1999,0.8292,0.9247,0.8295,1.99,0.58,,,
tic-tac-toe,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.8421,0.8365,0.1635,0.8468,0.9084,0.8626,0.56,0.51,,,
